dateD,dailyPM,dailyTemp,dailyRH,dailyCVD
1/21/04,9.111745956,-7.73008205,84.51771222,244
1/21/05,9.383176436,-8.990628999,68.08473237,227
1/21/06,16.41116014,8.761491567,83.41953398,124
1/21/07,9.476445461,-4.055446245,43.19818327,128
1/21/08,12.06321954,-7.101515675,73.48736427,144
1/21/09,16.85610104,-4.932749919,82.27379796,194
1/22/02,14.63065672,2.270191191,78.7736577,265
1/22/03,9.138382463,-8.794968868,61.44509779,252
1/22/05,13.302831,-8.733322084,83.13167977,140
1/22/06,7.404116427,2.646304019,61.34685257,134
1/22/07,16.34873316,-0.438095634,64.40027652,266
1/22/08,11.29582169,-2.630978639,85.6841463,215
1/22/09,21.93124165,-3.748324417,86.57630416,178
1/23/02,11.91945157,2.693712855,83.95827507,236
1/23/03,9.036970074,-10.83501171,58.8573625,206
1/23/05,11.52738095,-5.234478099,84.28492936,107
1/23/06,8.405474786,2.772914137,89.18167525,250
1/23/07,15.72228084,0.218189243,74.9314925,220
1/23/08,13.41493245,0.295561854,84.6194071,189
1/23/09,27.37445285,-0.927128089,86.40110836,175
1/24/02,15.96274268,6.342075862,95.66519701,239
1/24/03,10.08500733,-8.717121776,62.11401378,215
1/24/04,11.41443799,-9.006634911,74.36370223,150
1/24/05,10.26500715,-11.79929568,86.45524601,230
1/24/06,14.38967761,1.340490411,90.61981163,289
1/24/07,17.48103251,1.398208064,68.20436664,251
1/24/08,12.54065914,-2.350310498,74.93809777,187
1/24/09,15.13151303,-0.288904895,75.23689203,133
1/25/02,8.929045902,5.382756918,75.88738337,243
1/25/03,12.58269961,-5.905351646,71.84947541,143
1/25/04,8.410945466,-11.37152072,70.91627409,151
1/25/05,15.1556262,-4.870499006,87.18284168,240
1/25/06,10.47526768,2.843755718,82.90988681,255
1/25/08,10.99245977,-4.207772329,78.56370652,163
1/25/09,10.6267282,-7.639337266,73.0935246,109
1/26/02,10.73599884,3.80282726,66.98515349,158
1/26/03,22.60856809,-1.741161437,79.91400892,158
1/26/04,11.29837508,-8.996973216,78.78477612,215
1/26/05,21.96144634,-0.544736299,91.88074479,232
1/26/06,9.458189085,-0.176661151,76.01702173,223
1/26/08,12.05950068,-3.741469209,82.32367307,108
1/26/09,13.99539919,-5.524678538,76.71354911,185
1/27/02,16.80573076,5.201332839,66.73527608,152
1/27/03,11.74902539,-6.275720902,70.75505203,269
1/27/04,11.78333085,-5.845811014,85.43674419,233
1/27/05,11.2530387,-8.180288369,81.46339793,204
1/27/06,10.75069211,-1.838906583,72.31313355,196
1/27/08,12.89287676,-0.515535457,88.10658277,136
1/27/09,14.34226565,-3.853437749,80.73535294,205
1/28/02,20.37160624,6.277799104,77.56850948,248
1/28/03,12.56832558,-10.06460605,66.18515053,243
1/28/04,13.93340523,-3.858527783,89.11417359,184
1/28/05,11.89358899,-12.6791164,84.56774724,197
1/28/06,15.02410651,1.45284116,77.35042173,147
1/28/08,15.60569281,-1.128943377,87.14144931,187
1/29/02,24.78716777,9.208705016,73.856759,249
1/29/03,27.49620655,-3.086469725,88.04883822,249
1/29/04,11.5319894,-6.557385417,79.63275702,247
1/29/05,18.73540693,-8.113864563,84.12253323,155
1/29/06,23.13017955,4.471929679,88.2557179,129
1/29/08,27.00976007,0.151145849,78.74147831,169
1/3/02,13.50027771,-2.217880701,72.75916699,248
1/3/03,10.07234174,0.967219546,89.51494379,197
1/3/04,22.1208698,6.719491453,91.75867343,165
1/3/05,18.05784456,7.607044804,95.20213918,253
1/3/06,7.014281221,4.444797963,92.4279084,249
1/3/08,8.920700373,-9.823062355,80.15308099,214
1/3/09,14.75347928,-0.26332034,80.37479174,131
1/30/02,18.72893256,11.44682666,87.56477943,235
1/30/03,23.62786327,-1.91916162,88.67523659,202
1/30/04,10.16574247,-9.269868012,80.37225153,226
1/30/05,17.02777991,-2.502299227,89.0325354,147
1/30/06,18.66739626,8.673012157,90.23095573,256
1/30/08,17.80076623,2.453959332,84.55884133,193
1/30/09,30.21172256,-1.349757939,74.97780608,198
1/31/02,9.498731284,5.470761733,86.82739518,217
1/31/03,24.96701192,-0.269008756,95.25209442,202
1/31/04,12.43444426,-7.991908492,81.18441725,146
1/31/05,17.16035366,-3.450459979,87.83836458,244
1/31/06,11.03025462,6.23224767,91.6739493,243
1/31/08,10.96238067,-1.904205168,73.43737771,184
1/31/09,13.69282787,-4.260758416,75.20009124,114
1/4/02,10.57411843,-2.308520776,76.58650697,229
1/4/03,8.129404194,1.164679809,92.81142271,173
1/4/04,20.49438271,9.712938148,94.27641919,150
1/4/05,14.70127401,8.434823084,93.92827563,261
1/4/06,11.54278723,1.608679392,79.64230865,265
1/4/08,14.58981413,-6.951906182,85.06991876,213
1/4/09,10.54602858,-1.786920166,79.45586561,135
1/5/02,14.92301319,-0.093214275,64.93612539,161
1/5/03,11.30081901,-1.279774113,90.93120608,162
1/5/04,8.039476705,5.397953521,92.13620115,256
1/5/05,12.04826489,4.979376252,89.83851957,265
1/5/06,14.09617165,2.927567054,88.76461908,275
1/5/08,24.26650464,-0.748823573,86.48583596,146
1/5/09,20.22173252,1.813569172,84.00525712,236
1/6/02,21.50638222,1.834333257,73.05813877,172
1/6/03,16.86349889,0.676971348,92.76103634,241
1/6/04,9.49121255,2.091585765,71.87191712,257
1/6/05,8.469265924,3.456241695,90.90740374,208
1/6/06,10.15724609,2.480952542,83.87508997,243
1/6/07,12.65840864,14.97586742,91.39614339,178
1/6/08,30.47511351,1.87690566,89.93626853,114
1/6/09,10.67216718,0.247988914,66.28893598,215
1/7/02,11.45341023,3.266134023,92.14041078,290
1/7/03,11.79936536,-1.65253349,86.71331197,265
1/7/04,8.118282624,-4.3585175,36.61776152,234
1/7/05,13.47229869,2.553870469,86.23099043,203
1/7/06,8.42252927,-0.53138325,59.13925565,186
1/7/07,9.950854856,9.547794786,69.42325395,141
1/7/08,34.00721594,4.510943571,94.07528895,202
1/7/09,9.904204488,2.567076277,92.97099155,196
1/8/02,10.08777521,-0.983173347,67.20357283,241
1/8/03,12.95781402,-0.337307242,89.86238037,226
1/8/04,11.55030721,-3.752140363,40.6028692,233
1/8/05,13.74614619,1.566577623,90.03450807,149
1/8/06,13.41888237,0.789950993,85.37325648,142
1/8/07,9.709630654,10.91076401,88.23765345,225
1/8/08,25.04723848,8.25912312,92.20190475,207
1/8/09,14.46487346,1.972320354,78.66610836,195
1/9/02,16.51362143,1.222657745,74.94942156,258
1/9/03,13.24171836,2.831547361,86.36431226,245
1/9/04,11.02926453,-4.871366064,45.02996302,202
1/9/05,13.2289657,0.265520507,89.18605054,176
1/9/06,17.21273656,3.411396815,85.42272251,263
1/9/07,10.70569554,4.111642707,64.1107176,248
1/9/08,10.87618837,10.58143616,83.26957374,212
1/9/09,11.21487927,-1.695056242,71.43169783,189
10/1/02,17.42165398,19.81830713,85.93634149,248
10/1/03,14.06977402,12.62213248,74.48539851,212
10/1/04,14.24734506,17.2924924,80.08087195,204
10/1/05,13.51123956,15.93298344,62.25797706,151
10/1/06,11.01699298,17.66592629,79.81594875,158
10/1/07,5.824452279,17.23239622,80.46990086,182
10/1/08,12.91375296,18.02822727,84.53680564,185
10/1/09,4.521689098,11.6182849,73.41721137,149
10/10/02,8.503301379,15.97178507,91.61423539,209
10/10/03,41.7285206,18.0673692,87.65883325,212
10/10/04,14.63222013,16.39710798,80.94807267,145
10/10/05,8.355087832,17.14479416,88.92050156,241
10/10/06,20.8344196,18.27249105,78.11245966,248
10/10/07,6.588023193,19.52906414,86.31195721,216
10/10/08,14.74141749,17.32907336,70.02516534,179
10/10/09,11.36725806,18.10341071,81.91730206,114
10/11/02,7.819367699,15.35664711,94.6638825,198
10/11/03,22.89948589,16.88110507,85.86549089,169
10/11/04,3.969750268,12.26476682,74.5806116,246
10/11/05,7.403591428,16.10482237,91.57995003,253
10/11/06,14.7271166,16.71389765,90.94407049,257
10/11/07,6.435862886,17.85994944,89.32414282,180
10/11/08,8.367507893,15.10448106,65.60838958,127
10/11/09,5.142597158,11.38918221,68.69557363,97
10/12/02,4.662922041,16.66485595,95.52838443,174
10/12/03,13.46574096,15.09482659,91.91773692,147
10/12/04,5.585180626,11.29136164,75.05389389,246
10/12/05,5.810563437,15.59668141,94.13457639,220
10/12/06,9.77780701,18.25844306,84.54303543,230
10/12/07,3.126137621,13.81107009,81.51210368,169
10/12/08,9.950489776,15.43910616,74.15722413,107
10/12/09,5.325127446,9.348895529,63.72022321,163
10/13/02,10.32760332,16.05006608,92.65727753,145
10/13/03,9.101095035,15.91609495,76.46359928,231
10/13/04,10.78833708,11.89495063,72.45713491,261
10/13/05,6.138062687,17.03721295,92.75842021,209
10/13/06,7.88995757,9.371595034,64.40264405,211
10/13/07,6.628567041,10.87067202,67.51614101,113
10/13/08,14.99863621,17.15683602,77.21096814,189
10/13/09,10.38344984,12.9909674,75.71308103,175
10/14/02,6.666741717,12.2779431,71.58357405,215
10/14/03,11.26314589,14.90824668,78.44899649,281
10/14/04,13.29247425,14.62763966,86.99796628,200
10/14/05,5.505617826,17.10693309,93.53904444,233
10/14/06,11.35523871,8.568223567,66.90568473,132
10/14/07,9.302303035,13.0281301,66.12642882,130
10/14/08,9.556019203,16.95497955,86.56458482,215
10/14/09,5.001657984,8.406801966,66.65597551,194
10/15/02,8.212023179,7.809499196,78.93202417,238
10/15/03,5.763686882,14.93611982,81.23048801,230
10/15/04,14.46167297,15.80382649,93.17876293,230
10/15/05,6.423226726,16.00044286,83.36275043,170
10/15/06,9.950420887,7.982837013,67.85792543,147
10/15/07,7.358495901,13.82037271,68.44200097,187
10/15/08,9.929072773,17.96920073,78.21578944,172
10/15/09,5.741833073,7.96244418,81.16470633,156
10/16/02,5.348801884,13.53233036,95.3763843,236
10/16/03,9.995987978,11.56620117,67.98550536,233
10/16/04,10.44100714,13.91847075,81.34790864,153
10/16/05,5.525523603,12.74679818,71.82866903,150
10/16/06,19.75454934,9.764952501,64.19985546,240
10/16/07,9.251628125,15.15072088,67.32904293,210
10/16/08,16.87099155,17.97797481,84.7640034,170
10/16/09,5.625580679,5.415881108,85.63151309,172
10/17/02,9.715830488,13.16036316,85.36591816,228
10/17/03,11.57679853,11.70372747,75.16700447,212
10/17/05,7.515789618,13.12214372,74.55742932,253
10/17/06,13.06973162,11.21935094,86.20690336,205
10/17/07,21.76159577,17.03373742,78.86786135,193
10/17/08,3.590534109,12.73664688,73.77026077,172
10/17/09,6.057665215,7.299022569,85.13273034,114
10/18/02,11.04013383,10.90100018,73.59429597,225
10/18/03,9.146490687,9.930492971,78.0054847,175
10/18/05,13.9763987,14.08643862,74.21103834,253
10/18/06,11.90000302,17.88761179,88.79059074,232
10/18/07,24.53781949,19.06576156,87.01917989,194
10/18/08,4.020977237,11.05035149,67.42911829,107
10/18/09,4.957970988,7.724172251,90.93050606,114
10/19/02,14.93492313,11.51779409,80.68132002,182
10/19/03,15.72422105,9.204389208,79.43976703,182
10/19/04,9.937037019,11.27050583,90.05318575,225
10/19/05,13.3911657,14.18911253,73.16127873,261
10/19/06,16.44402256,16.75380368,86.42889969,229
10/19/07,9.731742696,20.64315,92.87322153,175
10/19/08,4.039918973,8.963363009,68.44996994,120
10/19/09,7.603936831,7.101293618,70.60270144,191
10/2/02,34.01025845,22.54280651,84.16313201,236
10/2/03,11.32444584,11.47634355,70.10946214,225
10/2/04,14.8314199,17.52777991,87.54809016,145
10/2/05,19.75737135,17.54725375,70.30514814,166
10/2/06,8.476553953,15.49468973,74.89898776,214
10/2/07,6.933033009,17.41900155,84.05884436,183
10/2/08,6.779416948,14.99561056,75.08546659,209
10/2/09,8.962573942,12.79944159,76.21902911,154
10/20/02,10.83206455,12.9671818,75.65554397,169
10/20/03,13.21391464,8.757183416,76.96916573,226
10/20/04,8.657485501,10.76760667,87.22383554,236
10/20/05,9.930068728,12.79175242,72.26589141,234
10/20/06,19.37462103,16.64667485,89.71490966,221
10/20/07,8.061708444,19.28727275,79.1109197,101
10/20/08,7.171341694,7.631248413,69.11850196,204
10/20/09,14.20338331,9.410310093,75.44986881,207
10/21/02,10.13470872,10.24026378,67.20369509,229
10/21/03,21.2836354,14.99603079,83.75203789,234
10/21/04,10.48841484,10.39814845,87.98700621,221
10/21/05,13.00530135,10.66402684,72.98716013,207
10/21/06,7.870007975,8.949150417,74.90293152,143
10/21/07,13.47386352,16.29434046,71.91601209,108
10/21/08,12.75325171,9.818345599,69.86312391,206
10/21/09,24.03568938,13.96681006,77.37954965,179
10/22/02,10.98283498,9.145993938,68.04462359,255
10/22/03,9.026735925,12.20931218,77.42567864,231
10/22/04,9.459464355,10.45041332,81.50708319,221
10/22/05,9.154223513,10.94249916,88.83864374,151
10/22/06,16.94724549,10.64586684,76.92207528,168
10/22/07,16.68654261,17.36122247,80.35871738,224
10/22/08,3.5967562,8.223934769,70.35269025,176
10/22/09,23.28013589,15.45060476,79.95780447,184
10/23/02,12.74037462,11.05734388,73.7211424,235
10/23/03,6.710247903,5.032584923,68.78072907,209
10/23/04,7.941437476,10.34106488,79.23151796,156
10/23/05,5.683773783,11.40601896,80.46127981,150
10/23/06,9.625322637,11.38089643,77.56408505,250
10/23/07,11.52689971,19.67172952,88.22683697,182
10/23/08,6.059596197,7.229418074,72.6986657,159
10/23/09,9.955395796,13.22969925,83.21015147,163
10/24/02,9.767632215,5.70452108,67.23754715,214
10/24/03,9.241861857,5.250998205,67.87625773,204
10/24/04,9.31133474,9.397639587,82.08483229,166
10/24/05,8.971717112,9.082674706,82.87169664,233
10/24/07,6.881987186,19.36046051,92.46946316,175
10/24/08,14.09602242,7.059049133,69.99618183,159
10/24/09,7.37065958,16.32427765,93.27152288,117
10/25/02,10.72813972,7.47866478,78.00970207,198
10/25/03,16.02597905,7.993230557,69.80946178,169
10/25/04,12.47226006,9.739902053,85.92577281,241
10/25/05,4.784930832,9.938779741,93.43076129,207
10/25/08,6.210336009,13.52413208,90.52177867,127
10/26/02,8.161732908,12.81644447,93.19643025,146
10/26/03,11.12295733,15.44630513,93.66120047,167
10/26/04,15.79481988,12.54541748,75.82391859,274
10/26/05,7.271680794,7.508051301,78.97337212,231
10/26/06,6.650678814,7.252852412,70.07070177,222
10/26/07,6.968770064,13.33190684,86.00230546,153
10/26/08,7.058228541,14.34532814,79.51958591,114
10/26/09,7.670216269,10.11158759,73.98967727,200
10/27/02,11.76039445,10.45759126,79.73281332,201
10/27/03,9.148257725,17.22987533,94.28078968,263
10/27/04,13.09516249,10.69884122,80.58153483,247
10/27/05,9.098277309,6.924660454,72.74904188,213
10/27/06,9.130145463,6.113277396,75.91994665,198
10/27/07,5.254753901,18.50698663,93.89320343,119
10/27/08,15.65758701,11.70993797,80.44066103,217
10/27/09,7.935326944,11.23334652,92.74109449,178
10/28/02,11.40190644,9.741682257,68.68402249,257
10/28/03,11.97678232,12.07171986,79.55843124,258
10/28/04,10.43815061,10.67284896,74.32610958,221
10/28/06,7.229042209,13.02936158,90.21877602,147
10/28/07,6.081931856,12.52469702,69.59960261,119
10/28/08,4.248786625,9.740283907,87.16648803,176
10/28/09,3.987998919,13.08529672,94.72035028,144
10/29/02,10.62577546,6.842483359,68.53977457,215
10/29/03,8.266447491,13.8834102,92.8094423,221
10/29/04,12.64871882,10.46122403,81.43154591,208
10/29/05,7.618889369,5.998917786,71.99884288,165
10/29/06,6.759470089,8.504320316,64.4838944,143
10/29/07,5.110525885,7.685589131,61.43879222,192
10/29/08,5.026483188,5.778129831,69.78784111,162
10/29/09,8.134757326,11.43317636,84.9682189,178
10/3/02,36.09861304,22.43920022,82.19258787,208
10/3/03,6.792029025,8.166406029,70.4148579,245
10/3/04,9.225106237,17.3951892,79.44059042,139
10/3/05,18.72574626,18.30334644,80.54290824,252
10/3/06,18.14315662,17.45584175,76.79151919,232
10/3/07,8.939219183,20.15272634,87.00915377,173
10/3/08,8.439186691,13.78042562,70.79921517,172
10/3/09,11.15143974,18.73125855,90.37774798,120
10/30/02,9.020998412,5.418771577,69.88382268,220
10/30/03,12.10906151,10.40452287,74.65242715,205
10/30/04,17.3683251,14.47789522,92.52529755,139
10/30/05,11.86971919,8.904554794,77.02730819,153
10/30/06,9.045217284,8.195397084,68.12164458,246
10/30/07,13.90235312,9.871689732,70.47055822,226
10/30/08,6.839032519,4.516174916,66.93548725,176
10/30/09,8.783137224,11.77127822,85.89421919,136
10/31/02,9.76289809,5.870169868,64.67581765,198
10/31/03,20.76293409,12.66827077,80.28834726,206
10/31/04,20.30834725,17.10654534,80.73691085,167
10/31/05,19.12730176,11.0010986,75.51497775,256
10/31/06,19.39405761,11.69285096,82.13073213,229
10/31/07,20.32392921,11.71198156,76.58797174,184
10/31/08,11.38351924,6.972907292,70.44376841,152
10/31/09,6.320586381,15.24893555,92.54591304,100
10/4/02,9.428535332,17.98882076,92.03799195,220
10/4/03,10.4849407,12.0116178,86.15588827,143
10/4/04,14.62060512,15.82540877,79.3292,258
10/4/05,11.52654341,18.89711097,83.71323973,212
10/4/06,26.6367081,19.92783895,84.41505543,225
10/4/07,17.88137159,22.10813951,83.3095035,195
10/4/08,6.422569102,12.13480075,71.29072817,114
10/4/09,10.91969405,19.11925408,83.86885661,122
10/5/02,20.62825016,22.50912502,82.68283517,150
10/5/03,9.729589194,10.71203014,72.66674674,143
10/5/04,7.906222513,13.04321788,70.49701635,251
10/5/05,19.74504641,19.67408463,82.96209824,224
10/5/06,9.364853098,17.45509676,78.82389198,239
10/5/07,25.58209631,22.18233683,83.92774988,165
10/5/08,12.85898033,13.31204375,82.08565582,118
10/5/09,5.147977065,15.74083316,68.26582481,179
10/6/02,6.570352016,15.90030038,74.40016584,137
10/6/03,10.76886515,10.76697298,63.20345185,219
10/6/04,10.49719674,9.905922713,68.53161993,225
10/6/05,17.15382728,20.63764845,86.7331006,222
10/6/06,6.363986009,12.9411146,80.43269804,188
10/6/07,22.14964871,21.97024478,79.64907469,119
10/6/08,8.272144944,12.67207539,77.46005058,215
10/6/09,5.269887566,14.1422813,71.6023824,204
10/7/02,13.25601054,18.61865524,84.23659854,273
10/7/03,18.80674496,10.49167731,66.60916259,260
10/7/04,18.34548827,14.10182537,75.74175567,210
10/7/05,8.928884133,22.2741329,90.09239655,195
10/7/06,6.135027112,13.32735979,80.78557058,147
10/7/07,18.82593294,22.36164859,79.03117296,129
10/7/08,4.820223922,10.83275832,67.12023904,193
10/7/09,5.962755418,16.55820722,76.53349801,183
10/8/02,7.199621179,12.49513012,65.94148632,230
10/8/03,29.6426728,16.71819179,81.82152141,203
10/8/04,30.25303228,16.88539995,79.3347188,234
10/8/05,7.048765914,22.32636896,94.8579237,162
10/8/06,11.47650764,14.80253489,76.26896833,151
10/8/07,17.0067118,22.2082686,80.44676577,186
10/8/08,13.21270434,12.02952612,72.79974427,187
10/8/09,3.663656186,13.17940553,69.75327999,195
10/9/02,11.23916969,13.39562146,72.9233281,220
10/9/03,44.24456996,18.14948629,83.73527042,265
10/9/04,21.03747,16.90492199,86.03667455,191
10/9/05,5.737973299,20.91568587,93.39307771,126
10/9/06,16.18771923,16.79698346,78.31998177,230
10/9/07,18.7930977,22.20059262,80.42540866,219
10/9/08,15.48171833,18.08304316,82.59182945,172
11/1/02,14.7155176,6.484615353,70.33974493,220
11/1/03,23.72579477,15.66594378,88.22264836,135
11/1/04,9.597034514,12.9777787,68.98394016,202
11/1/05,22.25174441,12.21399854,82.09519456,262
11/1/06,19.37150369,15.71984258,80.57077284,212
11/1/07,10.81710529,14.30958294,83.02326443,203
11/1/09,5.510140779,13.85792434,76.93345203,103
11/10/02,16.23784999,13.8033513,93.03853052,160
11/10/03,14.06682823,2.645273576,61.94744495,250
11/10/04,9.782725269,1.409294959,61.3829025,190
11/10/05,15.56189012,12.08131693,76.40608828,215
11/10/06,13.00563493,13.05618977,77.09016938,211
11/10/07,10.23042911,4.357817502,82.58782998,111
11/10/08,10.95979974,8.419168803,64.99287507,215
11/10/09,29.76112689,13.87208142,81.47947311,197
11/11/02,13.24689675,17.2988048,90.88361419,264
11/11/03,16.12620494,5.5175584,77.22619391,235
11/11/04,12.41025535,7.151797353,81.99404746,235
11/11/05,6.512535224,5.410833651,65.24628199,172
11/11/06,21.30907663,12.42340285,83.96766056,151
11/11/07,9.824436309,1.091865691,83.43172558,110
11/11/08,8.210559408,5.915465681,65.22378779,190
11/11/09,7.455403765,11.73246673,74.06484369,162
11/12/02,13.99569553,13.61775352,93.92533715,261
11/12/03,22.75806068,12.00870655,94.20913719,237
11/12/04,13.59077962,7.328020838,90.20874017,217
11/12/05,14.21799452,6.948914431,68.05215077,169
11/12/06,19.82948971,14.54647918,94.84810494,141
11/12/07,18.8049317,3.064985155,78.47691691,202
11/12/08,10.17183098,5.625147826,72.12736916,167
11/12/09,3.794093,8.343019197,86.40735284,141
11/13/02,8.71844643,10.11624041,87.5564796,226
11/13/03,8.924548639,10.35581606,75.76812988,225
11/13/04,8.067061874,4.464106091,76.97243109,161
11/13/05,15.82449797,9.925482172,81.06128039,150
11/13/06,8.860117812,14.89390844,95.87574194,265
11/13/07,23.80387879,10.54269064,86.83054633,212
11/13/08,10.65856883,8.884545124,87.24195719,217
11/13/09,6.091865484,9.735866388,90.64863458,166
11/14/02,16.98541587,7.949105871,79.57767501,241
11/14/03,5.877972087,2.987117719,59.80355314,214
11/14/04,8.583775596,1.496299728,69.80994561,141
11/14/05,15.29614955,13.33098434,76.98923704,227
11/14/06,7.37184295,14.41040591,94.27180946,237
11/14/07,26.30249849,9.987438027,88.83821543,207
11/14/08,10.54669151,13.72791517,95.00977492,166
11/14/09,5.211884451,13.02851635,93.39894084,95
11/15/02,20.72909181,10.32941997,82.0213412,206
11/15/03,6.930173405,4.197733454,66.14045633,127
11/15/04,11.07462819,4.583509495,77.15982976,303
11/15/05,11.49155022,12.11142186,82.89204208,251
11/15/06,14.68061677,14.06440286,92.83489414,257
11/15/07,18.35893588,12.9214044,93.10399108,224
11/15/08,7.544278546,15.32937929,96.06680551,106
11/15/09,5.635588014,14.77272835,90.71997926,107
11/16/02,13.61817126,9.021838683,92.13300024,122
11/16/03,15.22966744,3.987450749,80.29332658,146
11/16/04,14.96647109,5.764728566,74.9169904,254
11/16/05,8.776326618,16.68765139,93.33643676,226
11/16/07,5.579584277,6.669830002,68.32347439,184
11/16/08,4.46503095,11.30334976,75.6343101,132
11/16/09,11.11515319,13.79192964,75.33934971,184
11/17/02,5.596458562,7.943711725,94.06716394,155
11/17/03,21.24440352,8.955322662,92.11132951,270
